RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
16781,1,1,9,10,3/11/2025,3/11/2025,2,3,3,2,1,1,3,1,4,1,1,1,2,2,2,,1,1,2,1,2,1,2,1,2,2,99,1,1,1,2,3,4,2,1,4,1,1,1,1,3,1,1,2,1,1,8,3,1,2,1,1,1,8,4,2,0.401100237,0.302200811
7091,2,1,9,10,5/13/2025,5/13/2025,2,2,1,1,2,2,3,2,4,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,1,3,2,2,2,1,1,8,3,1,1,2,1,2,5,2,1,1.604400946,0.778240798
11963,2,1,10,7,5/16/2025,5/16/2025,2,1,3,1,3,2,3,3,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,2,2,2,5,5,1,1,3,1,3,99,9,1,1,3,10,4,1,2,1,1,2,99,3,1,0.17749816,0.135941449
14132,2,1,,2,5/16/2025,5/16/2025,1,1,1,2,2,2,3,1,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,3,1,1,3,2,1,,1,2,1,1,13,4,1,2,1,2,,1,3,1,0.577363669,0.735023076
14734,1,1,9,10,3/12/2025,3/12/2025,3,2,1,2,3,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,10,3,2,5,6,4,7,1,1,2,,2,2,1,1,8,3,1,1,2,1,2,8,3,1,0.802200473,0.460954344
1637,2,1,,10,5/19/2025,5/19/2025,4,1,3,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,6,1,2,2,1,3,1,1,2,1,1,4,2,1,2,2,2,,1,3,1,1.604400946,3.31671615
18238,3,1,9,10,3/8/2025,3/8/2025,4,3,3,1,4,1,3,3,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,1,1,1,1,2,6,1,3,3,1,1,,1,2,1,1,12,4,1,2,1,1,1,1,3,2,0.802200473,0.707158643
17771,1,1,9,10,2/22/2025,2/22/2025,3,1,2,1,2,1,3,2,4,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,3,5,1,1,1,1,1,,1,2,1,1,11,4,1,2,1,1,1,6,4,1,0.401100237,0.34430205
1639,1,1,9,7,3/2/2025,3/2/2025,4,3,2,2,4,2,1,4,4,1,1,1,1,1,2,,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,3,6,2,1,3,1,1,2,1,1,9,3,1,2,1,2,,1,4,1,0.08874908,0.121130463
12234,1,1,9,10,2/27/2025,2/27/2025,3,1,2,2,2,1,2,2,4,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,12,3,2,6,5,2,6,1,1,4,99,9,2,2,2,7,3,1,1,2,1,99,5,1,1,0.802200473,1.272430235
15976,1,1,9,10,3/1/2025,3/1/2025,3,3,2,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,12,3,2,6,6,4,6,1,1,2,,2,1,1,3,5,2,1,2,2,1,2,8,4,1,0.802200473,0.520485876
447,1,1,9,10,3/2/2025,3/2/2025,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,1,1,1,1,2,99,1,,1,2,1,1,10,4,1,99,4,1,1,4,3,1,1.20330071,0.685537201
7770,1,1,9,9,3/8/2025,3/8/2025,3,1,3,1,3,1,3,3,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,5,1,1,1,1,1,,1,2,1,1,10,4,1,1,2,1,1,6,3,2,0.450900596,0.223757892
2406,1,1,9,10,2/25/2025,2/25/2025,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,8,4,2,4,6,2,6,1,2,3,2,2,2,3,5,6,2,4,1,2,2,,8,2,1,0.802200473,1.064487407
14180,2,1,,10,5/15/2025,5/15/2025,2,3,3,2,3,1,3,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,99,99,99,2,6,1,1,1,1,99,1,1,2,99,99,12,4,1,1,2,1,99,99,4,1,1.604400946,0.860073526
14277,1,1,9,10,3/15/2025,3/15/2025,3,2,2,2,2,2,2,1,4,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,6,1,2,2,1,1,,1,2,3,5,10,4,4,1,2,2,,6,3,1,0.802200473,0.724131963
16010,1,1,9,10,3/3/2025,3/3/2025,2,2,3,2,2,2,1,2,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,10,3,2,6,6,4,7,2,1,2,,2,2,1,1,11,4,1,1,1,1,2,1,1,1,0.401100237,0.176581796
9693,2,1,9,10,5/2/2025,5/2/2025,1,1,1,1,2,1,3,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,6,4,2,4,5,1,3,1,1,2,,2,2,3,5,7,3,4,1,4,1,2,2,3,1,2.406601419,1.389109816
72,1,1,9,10,3/5/2025,3/5/2025,2,3,2,2,2,2,2,2,4,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,3,6,2,1,2,2,1,,1,2,1,1,1,1,1,1,4,1,1,4,2,2,1.20330071,2.294215137
14220,1,1,9,6,3/30/2025,3/30/2025,4,2,1,2,3,2,1,2,4,1,1,1,3,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,6,1,1,3,2,4,2,2,1,99,3,7,3,4,2,4,2,,5,4,1,1.174696263,2.916692718
13524,2,1,,2,5/5/2025,5/5/2025,3,1,2,2,3,2,3,2,2,2,1,1,4,3,1,4,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,6,3,7,1,1,3,1,1,2,1,1,13,4,1,2,2,1,1,2,2,1,1.154727337,0.760458794
6864,2,1,,10,5/1/2025,5/1/2025,3,2,1,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,8,4,2,5,5,2,2,1,1,2,,2,2,3,5,10,4,4,2,3,1,2,1,1,1,2.406601419,1.484743767
3143,2,1,,10,5/12/2025,5/12/2025,2,2,1,2,2,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,6,2,2,2,1,2,,2,2,1,1,10,4,1,2,1,1,2,3,2,2,0.802200473,0.286540754
13346,1,1,9,2,3/13/2025,3/13/2025,4,3,2,2,3,2,3,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,6,4,2,1,2,1,2,,2,2,2,2,4,2,1,2,2,1,2,1,3,1,0.577363669,0.80963755
17706,2,1,,10,6/6/2025,6/6/2025,3,3,2,2,3,2,1,1,4,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,12,3,2,6,6,4,7,1,1,3,2,2,2,1,1,6,2,1,1,2,1,2,7,2,1,1.604400946,0.99083644
2834,3,1,9,10,3/24/2025,3/24/2025,3,1,3,1,1,2,2,3,4,2,2,1,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,2,1,1,3,1,1,,1,2,1,1,11,4,1,2,1,1,1,1,3,1,0.802200473,0.576449127
8736,2,1,,10,5/7/2025,5/7/2025,3,2,2,2,3,1,3,1,4,99,99,99,99,99,,,,,,,,,,,,,,99,99,,99,99,99,99,99,99,99,99,99,99,2,,2,2,1,1,12,4,1,1,2,1,2,8,4,2,1.604400946,0.496581834
16015,1,1,9,10,3/9/2025,3/9/2025,3,2,1,2,4,2,1,1,4,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,2,2,,2,2,1,1,4,2,4,1,2,2,,8,4,1,0.802200473,1.692472484
5114,2,1,,10,5/6/2025,5/6/2025,2,1,2,1,2,1,2,3,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,4,5,1,1,2,1,1,,1,2,1,1,8,3,1,1,1,1,1,5,3,1,0.802200473,0.641908684
10413,1,1,9,10,3/1/2025,3/1/2025,2,3,2,2,2,2,3,1,4,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,11,4,2,6,6,1,7,1,1,3,2,2,2,1,1,11,4,1,2,2,1,2,8,4,1,0.802200473,0.371043189
5496,1,1,9,6,3/12/2025,3/12/2025,4,2,2,2,3,2,1,4,4,1,1,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,12,3,2,2,2,1,1,2,1,4,2,2,2,4,4,9,3,1,3,1,1,3,3,4,1,0.391565421,0.136719414
14248,1,1,9,10,2/24/2025,2/24/2025,2,1,2,2,5,1,3,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,12,3,2,4,4,2,5,3,1,1,,1,1,99,3,1,1,1,1,5,1,1,4,3,1,1.20330071,3.573138922
18181,2,2,,7,5/12/2025,5/12/2025,3,2,1,2,3,2,1,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,4,5,2,5,3,1,2,,2,1,1,3,5,2,1,2,3,1,2,1,4,1,0.53249448,0.527266397
15579,1,1,9,5,3/5/2025,3/5/2025,4,2,1,2,5,2,3,3,4,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,3,2,1,3,1,1,1,5,3,1,1,1,2,5,2,,1,3,1,0.937231166,1.92248059
6515,2,1,,10,5/12/2025,5/12/2025,3,2,2,2,2,2,1,1,4,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,9,3,2,6,6,4,7,3,1,2,,2,2,1,1,9,3,1,1,2,1,2,7,1,1,1.604400946,2.44482641
5996,3,1,10,7,3/21/2025,3/21/2025,3,2,1,2,3,2,3,2,4,2,1,1,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,4,6,2,2,2,1,2,,2,2,4,4,12,4,1,2,3,1,3,3,1,1,0.53249448,0.166971999
2413,1,1,9,9,3/11/2025,3/11/2025,3,2,3,2,3,2,1,3,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,4,3,1,3,1,1,3,2,2,2,1,1,6,2,1,2,2,1,3,4,3,2,0.450900596,0.123624853
8420,2,1,,10,5/2/2025,5/2/2025,4,3,2,1,3,1,1,3,4,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,4,1,1,2,1,2,,2,2,1,1,10,4,1,2,3,1,99,5,3,1,2.406601419,1.318133677
11848,2,1,,10,5/2/2025,5/2/2025,3,1,3,2,3,1,2,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,4,4,1,2,3,1,3,1,1,2,1,1,9,3,1,2,2,1,1,5,3,2,1.604400946,1.125829325
2870,1,1,9,10,3/2/2025,3/2/2025,3,1,2,2,1,1,2,3,4,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,12,3,1,2,5,2,2,3,1,1,,1,2,1,1,6,2,1,1,3,1,1,5,2,1,1.20330071,1.825946849
3062,3,1,9,2,3/25/2025,3/25/2025,3,1,3,2,2,2,3,2,2,2,1,1,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,2,,2,2,2,2,12,4,1,2,2,1,2,3,3,1,1.154727337,0.999719352
13702,1,1,9,10,3/10/2025,3/10/2025,3,2,2,2,2,2,3,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,2,1,1,3,2,1,2,2,1,2,8,4,1,0.802200473,0.773821043
9440,1,1,9,10,3/1/2025,3/1/2025,1,1,2,1,2,1,2,1,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,5,2,3,1,1,3,1,1,2,1,1,10,4,1,1,2,1,1,8,3,2,0.802200473,0.378072769
11227,2,1,,10,5/2/2025,5/2/2025,3,2,2,2,2,2,3,2,4,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,10,3,2,5,6,4,7,1,1,3,2,2,2,1,1,6,2,1,2,2,1,2,5,4,1,1.604400946,1.208065249
16863,1,1,9,5,2/28/2025,2/28/2025,4,2,2,2,3,2,1,4,4,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,12,3,1,5,6,1,1,3,1,2,,2,1,1,3,3,2,4,2,2,1,2,1,2,1,0.624820777,0.988779591
8689,1,1,9,10,3/1/2025,3/1/2025,2,1,1,2,3,1,2,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,99,2,2,2,2,2,1,1,2,1,1,2,6,6,3,6,2,2,1,,1,2,1,1,11,4,1,1,2,1,1,5,4,1,0.802200473,0.37909617
697,2,1,,10,5/21/2025,5/21/2025,3,2,2,2,3,2,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,5,6,2,5,2,1,2,,2,1,1,3,10,4,1,2,4,1,2,7,3,1,2.406601419,0.81794035
13792,1,1,9,10,3/3/2025,3/3/2025,3,2,1,2,5,2,1,4,4,1,1,1,2,2,2,,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,5,1,1,2,1,3,2,2,2,4,4,2,1,1,2,1,2,,1,4,1,0.401100237,1.937726093
8813,3,1,9,10,3/25/2025,3/25/2025,2,1,3,1,3,2,2,1,4,2,1,1,3,3,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,6,1,99,2,1,1,,1,2,1,1,13,4,1,2,1,1,1,99,3,2,0.802200473,0.362496066
11836,2,1,,9,5/5/2025,5/5/2025,3,1,3,2,3,2,3,3,4,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,4,2,1,1,2,1,3,1,1,2,1,1,10,4,1,2,2,1,1,1,3,1,0.901801192,0.441064088
8552,1,1,9,10,3/1/2025,3/1/2025,3,1,3,1,3,1,3,1,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,3,1,1,3,1,1,,1,2,1,1,7,3,1,2,4,1,1,8,2,1,1.20330071,0.9745095
7973,2,1,,10,5/5/2025,5/5/2025,2,3,1,2,3,2,3,2,4,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,5,4,2,6,6,2,6,1,1,3,2,2,2,1,1,4,2,1,2,1,1,2,6,3,1,0.802200473,0.718936283
11376,1,1,9,9,3/14/2025,3/14/2025,3,1,2,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,,1,2,1,1,11,4,1,2,1,1,1,1,2,1,0.225450298,0.115265526
113,1,1,9,9,2/27/2025,2/27/2025,3,1,1,2,2,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,5,4,2,4,4,1,3,1,1,2,,2,2,1,1,2,1,1,1,2,1,2,8,1,1,0.450900596,0.651473824
7841,2,1,,10,5/5/2025,5/5/2025,4,2,2,2,2,1,1,3,4,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,1,1,2,,2,2,1,1,4,2,1,2,2,1,2,3,2,1,1.604400946,1.224279658
18247,1,1,9,10,2/24/2025,2/24/2025,3,2,2,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,3,3,2,3,1,1,3,2,2,2,1,1,10,4,1,2,1,1,2,6,1,1,0.401100237,0.195570498
7367,1,1,9,3,3/2/2025,3/2/2025,3,2,2,2,3,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,5,1,1,2,1,2,,2,99,99,99,10,4,1,2,99,1,99,99,3,1,0.235718938,0.194840427
8306,1,1,9,10,3/24/2025,3/24/2025,2,2,1,2,2,2,1,1,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,1,1,4,2,1,2,2,1,2,8,4,1,0.802200473,0.773821043
6848,1,1,9,10,4/4/2025,4/4/2025,3,1,3,2,3,1,2,3,4,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,,1,2,1,1,11,4,1,1,3,1,1,2,2,1,1.20330071,0.338695604
2288,2,1,,9,5/12/2025,5/12/2025,3,1,3,2,3,2,3,3,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,4,1,1,3,1,1,,1,2,1,1,13,4,1,1,2,1,1,3,3,1,0.901801192,0.739269564
6673,1,1,9,10,2/22/2025,2/22/2025,4,2,2,2,2,1,1,1,4,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,5,5,2,1,2,1,3,2,2,2,1,1,13,4,1,1,2,1,2,4,3,1,0.802200473,0.309936609
5592,2,1,,10,5/5/2025,5/5/2025,4,3,2,2,2,2,3,2,4,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,9,3,2,6,6,4,7,1,1,3,2,2,2,1,1,4,2,1,1,2,1,2,8,4,1,1.604400946,1.642643672
6337,3,1,10,7,3/8/2025,3/8/2025,4,1,2,1,3,2,1,4,4,2,2,1,2,2,2,,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,6,2,5,3,1,2,,2,1,99,3,9,3,1,1,2,2,,1,4,1,0.35499632,0.989922395
16771,2,1,,10,5/23/2025,5/23/2025,3,3,2,2,2,2,1,2,4,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,99,99,99,99,6,99,99,1,2,99,99,9,2,3,5,5,2,4,1,2,2,,8,3,1,1.604400946,2.42898497
5314,2,1,,2,5/1/2025,5/1/2025,2,1,2,2,3,2,3,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,5,6,2,5,1,1,1,,1,1,1,3,7,3,1,1,2,1,1,8,3,1,1.154727337,0.629830878
14063,2,1,,10,5/15/2025,5/15/2025,2,1,2,2,2,2,1,1,4,1,2,2,6,4,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,5,1,1,3,1,1,,1,2,1,1,13,4,1,2,2,1,1,3,1,1,1.604400946,1.195160383
11434,2,1,,10,5/12/2025,5/12/2025,2,2,2,2,3,2,3,2,1,2,1,1,3,3,1,2,1,99,99,99,99,99,99,99,99,99,99,2,1,1,2,1,1,1,5,6,3,3,2,1,1,,1,2,1,1,11,4,1,1,1,1,2,5,4,1,0.802200473,0.332440524
6510,2,1,,10,6/2/2025,6/2/2025,2,3,1,2,1,2,1,3,4,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,8,4,2,4,5,1,5,2,1,2,,2,2,1,1,9,3,4,1,2,1,2,1,4,1,1.604400946,1.180114211
13043,1,2,9,7,3/7/2025,3/7/2025,4,2,1,2,4,2,1,2,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,4,6,2,1,1,1,2,,2,1,1,3,7,3,4,2,1,1,2,5,3,1,0.08874908,0.068940742
11780,1,1,9,10,3/25/2025,3/25/2025,4,3,1,2,2,1,3,4,4,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,12,3,2,6,6,4,6,2,1,1,,1,2,1,1,3,2,1,2,1,1,1,2,3,2,0.401100237,0.43955161
8034,2,1,,10,5/6/2025,5/6/2025,4,2,1,2,3,2,1,3,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,11,4,2,6,6,4,7,1,1,4,2,2,2,1,1,7,3,1,3,1,1,2,8,4,1,0.802200473,0.495414459
14881,3,1,9,2,3/7/2025,3/7/2025,4,1,1,2,3,2,1,1,2,2,2,2,6,4,,,,,,,,,,,,,,1,2,,1,1,1,2,3,6,2,1,3,1,2,,2,2,2,2,12,4,1,2,1,1,2,1,1,1,0.577363669,0.581812805
15121,2,1,,10,5/5/2025,5/5/2025,2,3,3,2,2,2,3,2,4,1,1,2,5,4,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,6,1,1,3,2,4,99,9,2,1,1,3,2,1,1,2,2,,5,1,2,1.604400946,5.217842984
8364,1,1,9,10,3/4/2025,3/4/2025,3,1,2,1,2,1,2,2,4,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,12,3,2,6,6,4,7,2,1,4,1,1,2,1,1,6,2,1,1,2,1,1,5,4,1,0.802200473,0.878559031
587,2,1,,9,5/5/2025,5/5/2025,99,1,2,2,2,2,3,1,4,2,2,1,1,1,2,,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,6,4,1,3,1,1,,1,2,1,1,6,2,1,1,2,1,1,1,2,1,0.901801192,1.374874154
13977,1,1,9,10,2/28/2025,2/28/2025,3,2,1,2,3,2,3,1,4,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,9,3,2,6,2,4,7,1,1,2,,2,2,1,1,3,2,1,2,2,1,2,8,4,1,0.802200473,0.773821043
6284,2,1,,10,5/13/2025,5/13/2025,3,2,3,2,3,2,1,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,11,4,2,5,6,1,1,1,1,3,2,2,2,1,1,6,2,1,1,2,1,2,8,2,1,1.604400946,0.99083644
16736,2,1,,10,5/16/2025,5/16/2025,3,1,2,2,1,2,2,2,4,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,6,2,5,1,1,1,,1,2,1,1,9,3,1,1,2,1,1,8,4,1,1.604400946,1.108024373
15933,1,1,9,7,3/23/2025,3/23/2025,4,3,1,2,4,1,1,2,4,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,12,3,1,4,2,2,1,2,1,1,,1,2,4,4,3,2,1,2,2,2,,4,4,1,0.17749816,0.6301779
4623,1,1,9,10,2/26/2025,2/26/2025,2,1,3,2,3,2,3,1,4,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,10,3,2,5,6,3,6,1,1,1,,1,2,1,1,11,4,1,1,2,1,1,8,4,1,0.802200473,0.286184223
6968,2,1,,7,5/5/2025,5/5/2025,4,1,2,2,3,2,3,3,4,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,4,1,2,2,1,1,,1,1,1,3,7,3,1,2,3,1,1,5,3,1,0.53249448,0.269856749
6749,1,1,9,10,3/3/2025,3/3/2025,3,2,3,2,2,2,2,3,4,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,11,4,2,5,6,3,6,2,2,3,2,2,2,1,1,1,1,1,2,2,1,3,4,2,2,0.802200473,0.33878581
8134,2,1,,10,5/2/2025,5/2/2025,2,3,1,1,2,2,1,1,2,1,1,1,5,4,1,1,2,99,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,3,6,2,5,2,1,1,,1,2,1,1,13,4,1,2,1,1,1,7,3,1,0.802200473,0.52203121
589,2,1,,10,5/5/2025,5/5/2025,3,2,1,2,3,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,10,3,2,5,6,4,7,1,1,2,,2,2,1,1,12,4,1,1,1,1,2,4,4,1,0.802200473,0.251794595
9775,2,1,9,10,5/15/2025,5/15/2025,3,2,2,2,1,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,5,6,1,1,1,1,3,2,2,2,1,1,10,4,1,1,1,1,2,7,4,1,0.802200473,0.251794595
2470,2,1,,10,5/5/2025,5/5/2025,4,3,3,1,3,99,3,4,2,1,1,1,2,2,1,4,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,12,3,2,3,3,1,1,1,1,4,1,1,2,1,1,7,3,1,2,3,1,3,3,3,2,2.406601419,0.433255774
9895,1,1,9,10,3/1/2025,3/1/2025,2,2,2,2,3,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,10,3,2,6,6,3,6,1,1,2,,2,2,1,1,5,2,1,2,2,1,2,8,4,1,0.802200473,0.616878417
1932,2,1,,10,5/12/2025,5/12/2025,3,2,2,2,2,2,3,1,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,12,3,2,5,6,4,6,1,1,3,2,2,2,1,1,11,4,1,2,1,1,2,6,4,1,0.802200473,0.371043189
11910,1,1,9,10,3/9/2025,3/9/2025,2,3,3,1,2,2,3,1,4,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,4,4,1,3,1,1,2,,2,2,1,1,3,2,1,1,1,1,2,6,2,1,0.401100237,0.349509118
14269,1,1,9,6,3/24/2025,3/24/2025,2,3,1,2,2,2,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,5,2,1,1,,1,1,1,3,1,1,4,2,2,1,1,4,4,1,0.783130842,1.817844831
17776,2,1,,10,5/12/2025,5/12/2025,2,3,2,2,2,1,2,1,4,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,5,6,2,3,3,1,4,1,1,2,1,1,7,3,1,1,2,1,1,8,3,1,1.604400946,2.190711189
13128,2,1,,10,5/2/2025,5/2/2025,2,1,3,2,3,2,3,1,2,2,2,2,6,4,,,,,,,,,,,,,,2,1,2,2,99,99,2,6,6,2,2,3,1,3,2,2,2,1,1,12,4,1,2,99,1,1,2,3,1,0.802200473,0.576449127
